cd_postal,cd_commune_nis,tx_postal_name_fr,tx_postal_name_nl
6761,85045,Virton,Virton
6762,85045,Virton,Virton
6767,85047,Rouvroy,Rouvroy
6769,85024,Meix-devant-Virton,Meix-devant-Virton
6780,81015,Messancy,Messancy
6781,81015,Messancy,Messancy
6782,81015,Messancy,Messancy
6790,81004,Aubange,Aubange
6791,81004,Aubange,Aubange
6792,81004,Aubange,Aubange
6800,84077,Libramont-Chevigny,Libramont-Chevigny
6810,85007,Chiny,Chiny
6811,85007,Chiny,Chiny
6812,85007,Chiny,Chiny
6813,85007,Chiny,Chiny
6820,85011,Florenville,Florenville
6821,85011,Florenville,Florenville
6823,85011,Florenville,Florenville
6824,85011,Florenville,Florenville
6830,84010,Bouillon,Bouillon
6831,84010,Bouillon,Bouillon
6832,84010,Bouillon,Bouillon
6833,84010,Bouillon,Bouillon
6834,84010,Bouillon,Bouillon
6836,84010,Bouillon,Bouillon
6838,84010,Bouillon,Bouillon
6840,84043,Neufchâteau,Neufchâteau
6850,84050,Paliseul,Paliseul
6851,84050,Paliseul,Paliseul
6852,84050,Paliseul,Paliseul
6853,84050,Paliseul,Paliseul
6856,84050,Paliseul,Paliseul
6860,84033,Léglise,Léglise
6870,84059,Saint-Hubert,Saint-Hubert
6880,84009,Bertrix,Bertrix
6887,84029,Herbeumont,Herbeumont
6890,84035,Libin,Libin
6900,83034,Marche-en-Famenne,Marche-en-Famenne
6920,84075,Wellin,Wellin
6921,84075,Wellin,Wellin
6922,84075,Wellin,Wellin
6924,84075,Wellin,Wellin
6927,84068,Tellin,Tellin
6929,84016,Daverdisse,Daverdisse
6940,83012,Durbuy,Durbuy
6941,83012,Durbuy,Durbuy
6950,83040,Nassogne,Nassogne
6951,83040,Nassogne,Nassogne
6952,83040,Nassogne,Nassogne
6953,83040,Nassogne,Nassogne
6960,83055,Manhay,Manhay
6970,83049,Tenneville,Tenneville
6971,83049,Tenneville,Tenneville
6972,83049,Tenneville,Tenneville
6980,83031,La Roche-en-Ardenne,La Roche-en-Ardenne
6982,83031,La Roche-en-Ardenne,La Roche-en-Ardenne
6983,83031,La Roche-en-Ardenne,La Roche-en-Ardenne
6984,83031,La Roche-en-Ardenne,La Roche-en-Ardenne
6986,83031,La Roche-en-Ardenne,La Roche-en-Ardenne
6987,83044,Rendeux,Rendeux
6990,83028,Hotton,Hotton
6997,83013,Erezée,Erezée
7000,53053,Mons,Bergen
7010,53053,Mons,Bergen
7011,53053,Mons,Bergen
7012,53053,Mons,Bergen
7020,53053,Mons,Bergen
7021,53053,Mons,Bergen
7022,53053,Mons,Bergen
7024,53053,Mons,Bergen
7030,53053,Mons,Bergen
7031,53053,Mons,Bergen
7032,53053,Mons,Bergen
7033,53053,Mons,Bergen
7034,53053,Mons,Bergen
7040,53084,Quévy,Quévy
7041,53084,Quévy,Quévy
7050,53044,Jurbise,Jurbeke
7060,55040,Soignies,Zinnik
7061,55040,Soignies,Zinnik
7062,55040,Soignies,Zinnik
7063,55040,Soignies,Zinnik
7070,55035,Le Roeulx,Le Roeulx
7080,53028,Frameries,Frameries
7090,55004,Braine-le-Comte,’s Gravenbrakel
7100,58001,La Louvière,La Louvière
7110,58001,La Louvière,La Louvière
7120,58003,Estinnes,Estinnes
7130,58002,Binche,Binche
7131,58002,Binche,Binche
7133,58002,Binche,Binche
7134,58002,Binche,Binche
7140,58004,Morlanwelz,Morlanwelz
7141,58004,Morlanwelz,Morlanwelz
7160,52010,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont
7170,55086,Manage,Manage
7180,55085,Seneffe,Seneffe
7181,55085,Seneffe,Seneffe
7190,55050,Ecaussinnes,Ecaussinnes
7191,55050,Ecaussinnes,Ecaussinnes
7300,53014,Boussu,Boussu
7301,53014,Boussu,Boussu
7320,51009,Bernissart,Bernissart
7321,51009,Bernissart,Bernissart
7322,51009,Bernissart,Bernissart
7330,53070,Saint-Ghislain,Saint-Ghislain
7331,53070,Saint-Ghislain,Saint-Ghislain
7332,53070,Saint-Ghislain,Saint-Ghislain
7333,53070,Saint-Ghislain,Saint-Ghislain
7334,53070,Saint-Ghislain,Saint-Ghislain
7340,53082,Colfontaine,Colfontaine
7350,53039,Hensies,Hensies
7370,53020,Dour,Dour
7380,53068,Quiévrain,Quiévrain
7382,53068,Quiévrain,Quiévrain
7387,53083,Honnelles,Honnelles
7390,53065,Quaregnon,Quaregnon
7500,57081,Tournai,Doornik
7501,57081,Tournai,Doornik
7502,57081,Tournai,Doornik
7503,57081,Tournai,Doornik
7504,57081,Tournai,Doornik
7506,57081,Tournai,Doornik
7520,57081,Tournai,Doornik
7521,57081,Tournai,Doornik
7522,57081,Tournai,Doornik
7530,57081,Tournai,Doornik
7531,57081,Tournai,Doornik
7532,57081,Tournai,Doornik
7533,57081,Tournai,Doornik
7534,57081,Tournai,Doornik
7536,57081,Tournai,Doornik
7538,57081,Tournai,Doornik
7540,57081,Tournai,Doornik
7542,57081,Tournai,Doornik
7543,57081,Tournai,Doornik
7548,57081,Tournai,Doornik
7600,57064,Péruwelz,Péruwelz
7601,57064,Péruwelz,Péruwelz
7602,57064,Péruwelz,Péruwelz
7603,57064,Péruwelz,Péruwelz
7604,57064,Péruwelz,Péruwelz
7608,57064,Péruwelz,Péruwelz
7610,57072,Rumes,Rumes
7611,57072,Rumes,Rumes
7618,57072,Rumes,Rumes
7620,57093,Brunehaut,Brunehaut
7621,57093,Brunehaut,Brunehaut
7622,57093,Brunehaut,Brunehaut
7623,57093,Brunehaut,Brunehaut
7624,57093,Brunehaut,Brunehaut
7640,57003,Antoing,Antoing
7641,57003,Antoing,Antoing
7642,57003,Antoing,Antoing
7643,57003,Antoing,Antoing
7700,57096,Mouscron,Moeskroen
7711,57096,Mouscron,Moeskroen
7712,57096,Mouscron,Moeskroen
7730,57027,Estaimpuis,Estaimpuis
7740,57062,Pecq,Pecq
7742,57062,Pecq,Pecq
7743,57062,Pecq,Pecq
7750,57095,Mont-de-l’Enclus,Mont-de-l’Enclus
7760,57018,Celles,Celles
7780,57097,Comines-Warneton,Komen-Waasten
7781,57097,Comines-Warneton,Komen-Waasten
7782,57097,Comines-Warneton,Komen-Waasten
7783,57097,Comines-Warneton,Komen-Waasten
7784,57097,Comines-Warneton,Komen-Waasten
7800,51004,Ath,Aat
7801,51004,Ath,Aat
7802,51004,Ath,Aat
7803,51004,Ath,Aat
7804,51004,Ath,Aat
7810,51004,Ath,Aat
7811,51004,Ath,Aat
7812,51004,Ath,Aat
7822,51004,Ath,Aat
7823,51004,Ath,Aat
7830,51068,Silly,Opzullik
7850,51067,Enghien,Edingen
7860,51069,Lessines,Lessen
7861,51069,Lessines,Lessen
7862,51069,Lessines,Lessen
7863,51069,Lessines,Lessen
7864,51069,Lessines,Lessen
7866,51069,Lessines,Lessen
7870,53046,Lens,Lens
7880,51019,Flobecq,Vloesberg
7890,51017,Ellezelles,Elzele
7900,57094,Leuze-en-Hainaut,Leuze-en-Hainaut
7901,57094,Leuze-en-Hainaut,Leuze-en-Hainaut
7903,57094,Leuze-en-Hainaut,Leuze-en-Hainaut
7904,57094,Leuze-en-Hainaut,Leuze-en-Hainaut
7906,57094,Leuze-en-Hainaut,Leuze-en-Hainaut
7910,51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7911,51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7912,51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7940,51012,Brugelette,Brugelette
7941,51012,Brugelette,Brugelette
7942,51012,Brugelette,Brugelette
7943,51012,Brugelette,Brugelette
7950,51014,Chièvres,Chièvres
7951,51014,Chièvres,Chièvres
7970,51008,Beloeil,Beloeil
7971,51008,Beloeil,Beloeil
7972,51008,Beloeil,Beloeil
7973,51008,Beloeil,Beloeil
8000,31005,Bruges,Brugge
8020,31022,Oostkamp,Oostkamp
8200,31005,Bruges,Brugge
8210,31040,Zedelgem,Zedelgem
8211,31040,Zedelgem,Zedelgem
8300,31043,Knokke-Heist,Knokke-Heist
8301,31043,Knokke-Heist,Knokke-Heist
8310,31005,Bruges,Brugge
8340,31006,Damme,Damme
8370,31004,Blankenberge,Blankenberge
8377,31042,Zuienkerke,Zuienkerke
8380,31005,Bruges,Brugge
8400,35013,Ostende,Oostende
8420,35029,De Haan,De Haan
8421,35029,De Haan,De Haan
8430,35011,Middelkerke,Middelkerke
8431,35011,Middelkerke,Middelkerke
8432,35011,Middelkerke,Middelkerke
8433,35011,Middelkerke,Middelkerke
8434,35011,Middelkerke,Middelkerke
8450,35002,Bredene,Bredene
8460,35014,Oudenburg,Oudenburg
8470,35005,Gistel,Gistel
8480,35006,Ichtegem,Ichtegem
8490,31012,Jabbeke,Jabbeke
8500,34022,Courtrai,Kortrijk
8501,34022,Courtrai,Kortrijk
8510,34022,Courtrai,Kortrijk
8511,34022,Courtrai,Kortrijk
8520,34023,Kuurne,Kuurne
8530,34013,Harelbeke,Harelbeke
8531,34013,Harelbeke,Harelbeke
8540,34009,Deerlijk,Deerlijk
8550,34042,Zwevegem,Zwevegem
8551,34042,Zwevegem,Zwevegem
8552,34042,Zwevegem,Zwevegem
8553,34042,Zwevegem,Zwevegem
8554,34042,Zwevegem,Zwevegem
8560,34041,Wevelgem,Wevelgem
8570,34002,Anzegem,Anzegem
8572,34002,Anzegem,Anzegem
8573,34002,Anzegem,Anzegem
8580,34003,Avelgem,Avelgem
8581,34003,Avelgem,Avelgem
8582,34003,Avelgem,Avelgem
8583,34003,Avelgem,Avelgem
8587,34043,Espierres-Helchin,Spiere-Helkijn
8600,32003,Dixmude,Diksmuide
8610,32011,Kortemark,Kortemark
8620,38016,Nieuport,Nieuwpoort
8630,38025,Furnes,Veurne
8640,33041,Vleteren,Vleteren
8647,32030,Lo-Reninge,Lo-Reninge
8650,32006,Houthulst,Houthulst
8660,38008,La Panne,De Panne
8670,38014,Koksijde,Koksijde
8680,32010,Koekelare,Koekelare
8690,38002,Alveringem,Alveringem
8691,38002,Alveringem,Alveringem
8700,37022,Tielt,Tielt
8710,37017,Wielsbeke,Wielsbeke
8720,37002,Dentergem,Dentergem
8730,31003,Beernem,Beernem
8740,37011,Pittem,Pittem
8750,37021,Wingene,Wingene
8755,37021,Wingene,Wingene
8760,37022,Tielt,Tielt
8770,36007,Ingelmunster,Ingelmunster
8780,37010,Oostrozebeke,Oostrozebeke
8790,34040,Waregem,Waregem
8791,34040,Waregem,Waregem
8792,34040,Waregem,Waregem
8793,34040,Waregem,Waregem
8800,36015,Roulers,Roeselare
8810,36011,Lichtervelde,Lichtervelde
8820,31033,Torhout,Torhout
8830,36006,Hooglede,Hooglede
8840,36019,Staden,Staden
8850,37020,Ardooie,Ardooie
8851,37020,Ardooie,Ardooie
8860,34025,Lendelede,Lendelede
8870,36008,Izegem,Izegem
8880,36010,Ledegem,Ledegem
8890,36012,Moorslede,Moorslede
8900,33011,Ypres,Ieper
8902,33011,Ypres,Ieper
8904,33011,Ypres,Ieper
8906,33011,Ypres,Ieper
8908,33011,Ypres,Ieper
8920,33040,Langemark-Poelkapelle,Langemark-Poelkapelle
8930,34027,Menin,Menen
8940,33029,Wervik,Wervik
8950,33039,Heuvelland,Heuvelland
8951,33039,Heuvelland,Heuvelland
8952,33039,Heuvelland,Heuvelland
8953,33039,Heuvelland,Heuvelland
8954,33039,Heuvelland,Heuvelland
8956,33039,Heuvelland,Heuvelland
8957,33016,Messines,Mesen
8958,33039,Heuvelland,Heuvelland
8970,33021,Poperinge,Poperinge
8972,33021,Poperinge,Poperinge
8978,33021,Poperinge,Poperinge
8980,33037,Zonnebeke,Zonnebeke
9000,44021,Gand,Gent
9030,44021,Gand,Gent
9031,44021,Gand,Gent
9032,44021,Gand,Gent
9040,44021,Gand,Gent
9041,44021,Gand,Gent
9042,44021,Gand,Gent
9050,44021,Gand,Gent
9051,44021,Gand,Gent
9052,44021,Gand,Gent
9060,43018,Zelzate,Zelzate
9070,44013,Destelbergen,Destelbergen
9080,44087,Lochristi,Lochristi
9090,44088,Merelbeke-Melle,Merelbeke-Melle
9100,46021,Saint-Nicolas,Sint-Niklaas
9111,46021,Saint-Nicolas,Sint-Niklaas
9112,46021,Saint-Nicolas,Sint-Niklaas
9120,46030,Beveren-Kruibeke-Zwijndrecht,Beveren-Kruibeke-Zwijndrecht
9130,46030,Beveren-Kruibeke-Zwijndrecht,Beveren-Kruibeke-Zwijndrecht
9140,46025,Tamise,Temse
9150,46030,Beveren-Kruibeke-Zwijndrecht,Beveren-Kruibeke-Zwijndrecht
9160,46029,Lokeren,Lokeren
9170,46020,Sint-Gillis-Waas,Sint-Gillis-Waas
9180,46029,Lokeren,Lokeren
9185,44087,Lochristi,Lochristi
9190,46024,Stekene,Stekene
9200,42006,Termonde,Dendermonde
9220,42008,Hamme,Hamme
9230,42025,Wetteren,Wetteren
9240,42028,Zele,Zele
9250,42023,Waasmunster,Waasmunster
9255,42004,Buggenhout,Buggenhout
9260,42026,Wichelen,Wichelen
9270,42010,Laarne,Laarne
9280,42011,Lebbeke,Lebbeke
9290,42003,Berlare,Berlare
9300,41002,Alost,Aalst
9308,41002,Alost,Aalst
9310,41002,Alost,Aalst
9320,41002,Alost,Aalst
9340,41034,Lede,Lede
9400,41048,Ninove,Ninove
9401,41048,Ninove,Ninove
9402,41048,Ninove,Ninove
9403,41048,Ninove,Ninove
9404,41048,Ninove,Ninove
9406,41048,Ninove,Ninove
9420,41082,Erpe-Mere,Erpe-Mere
9450,41024,Haaltert,Haaltert
9451,41024,Haaltert,Haaltert
9470,41011,Denderleeuw,Denderleeuw
9472,41011,Denderleeuw,Denderleeuw
9473,41011,Denderleeuw,Denderleeuw
9500,41018,Grammont,Geraardsbergen
9506,41018,Grammont,Geraardsbergen
9520,41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem
9521,41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem
9550,41027,Herzele,Herzele
9551,41027,Herzele,Herzele
9552,41027,Herzele,Herzele
9570,45063,Lierde,Lierde
9571,45063,Lierde,Lierde
9572,45063,Lierde,Lierde
9600,45041,Renaix,Ronse
9620,41081,Zottegem,Zottegem
9630,45065,Zwalin,Zwalm
9636,45065,Zwalin,Zwalm
9660,45059,Brakel,Brakel
9661,45059,Brakel,Brakel
9667,45062,Horebeke,Horebeke
9680,45064,Maarkedal,Maarkedal
9681,45064,Maarkedal,Maarkedal
9688,45064,Maarkedal,Maarkedal
9690,45060,Kluisbergen,Kluisbergen
9700,45035,Audenarde,Oudenaarde
9750,45068,Kruisem,Kruisem
9770,45068,Kruisem,Kruisem
9771,45068,Kruisem,Kruisem
9772,45068,Kruisem,Kruisem
9790,45061,Wortegem-Petegem,Wortegem-Petegem
9800,44083,Deinze,Deinze
9810,44086,Nazareth-De Pinte,Nazareth-De Pinte
9820,44088,Merelbeke-Melle,Merelbeke-Melle
9830,44064,Sint-Martens-Latem,Sint-Martens-Latem
9831,44064,Sint-Martens-Latem,Sint-Martens-Latem
9840,44086,Nazareth-De Pinte,Nazareth-De Pinte
9850,44083,Deinze,Deinze
9860,44052,Oosterzele,Oosterzele
9870,44081,Zulte,Zulte
9880,44084,Aalter,Aalter
9881,44084,Aalter,Aalter
9890,44020,Gavere,Gavere
9900,43005,Eeklo,Eeklo
9910,44084,Aalter,Aalter
9920,44085,Lievegem,Lievegem
9921,44085,Lievegem,Lievegem
9930,44085,Lievegem,Lievegem
9931,44085,Lievegem,Lievegem
9932,44085,Lievegem,Lievegem
9940,44019,Evergem,Evergem
9950,44085,Lievegem,Lievegem
9960,43002,Assenede,Assenede
9961,43002,Assenede,Assenede
9968,43002,Assenede,Assenede
9970,43007,Kaprijke,Kaprijke
9971,43007,Kaprijke,Kaprijke
9980,43014,Sint-Laureins,Sint-Laureins
9981,43014,Sint-Laureins,Sint-Laureins
9982,43014,Sint-Laureins,Sint-Laureins
9988,43014,Sint-Laureins,Sint-Laureins
9990,43010,Maldegem,Maldegem
9991,43010,Maldegem,Maldegem
9992,43010,Maldegem,Maldegem
