cd_commune,tx_commune_fr,tx_commune_nl,cd_arr,tx_arr_fr,tx_arr_nl,cd_arr_2digit,cd_province,tx_prov_fr,tx_prov_nl,cd_region,tx_region_fr,tx_region_nl,nis_version
23032,Herne,Herne,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23033,Hoeilaart,Hoeilaart,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23038,Kampenhout,Kampenhout,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23039,Kapelle-op-den-Bos,Kapelle-op-den-Bos,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23099,Kraainem,Kraainem,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23104,Lennik,Lennik,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23044,Liedekerke,Liedekerke,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23100,Linkebeek,Linkebeek,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23045,Londerzeel,Londerzeel,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23047,Machelen,Machelen,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23050,Meise,Meise,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23052,Merchtem,Merchtem,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23060,Opwijk,Opwijk,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23062,Overijse,Overijse,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23064,Pepingen,Pepingen,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23101,Rhode-Saint-Genèse,Sint-Genesius-Rode,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23097,Roosdaal,Roosdaal,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23077,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23081,Steenokkerzeel,Steenokkerzeel,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23086,Ternat,Ternat,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23088,Vilvorde,Vilvoorde,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23102,Wemmel,Wemmel,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23103,Wezembeek-Oppem,Wezembeek-Oppem,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23094,Zaventem,Zaventem,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
23096,Zemst,Zemst,23000,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,23,20000,,,,,,2019
24001,Aarschot,Aarschot,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24007,Begijnendijk,Begijnendijk,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24008,Bekkevoort,Bekkevoort,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24009,Bertem,Bertem,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24011,Bierbeek,Bierbeek,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24014,Boortmeerbeek,Boortmeerbeek,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24016,Boutersem,Boutersem,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24020,Diest,Diest,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24028,Geetbets,Geetbets,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24137,Glabbeek,Glabbeek,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24033,Haacht,Haacht,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24038,Herent,Herent,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24041,Hoegaarden,Hoegaarden,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24043,Holsbeek,Holsbeek,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24045,Huldenberg,Huldenberg,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24048,Keerbergen,Keerbergen,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24054,Kortenaken,Kortenaken,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24055,Kortenberg,Kortenberg,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24059,Landen,Landen,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24130,Léau,Zoutleeuw,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24133,Linter,Linter,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24062,Louvain,Leuven,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24066,Lubbeek,Lubbeek,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24134,Montaigu-Zichem,Scherpenheuvel-Zichem,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24086,Oud-Heverlee,Oud-Heverlee,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24094,Rotselaar,Rotselaar,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24104,Tervuren,Tervuren,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24135,Tielt-Winge,Tielt-Winge,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24107,Tirlemont,Tienen,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
24109,Tremelo,Tremelo,24000,Arrondissement de Louvain,Arrondissement Leuven,24,20000,,,,,,2019
25005,Beauvechain,Bevekom,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25014,Braine-l'Alleud,Eigenbrakel,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25015,Braine-le-Château,Kasteelbrakel,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25117,Chastre,Chastre,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25018,Chaumont-Gistoux,Chaumont-Gistoux,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25023,Court-Saint-Etienne,Court-Saint-Etienne,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25031,Genappe,Genepien,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25037,Grez-Doiceau,Graven,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25118,Hélécine,Hélécine,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25043,Incourt,Incourt,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25044,Ittre,Itter,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25048,Jodoigne,Geldenaken,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25050,La Hulpe,Terhulpen,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25119,Lasne,Lasne,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25068,Mont-Saint-Guibert,Mont-Saint-Guibert,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25072,Nivelles,Nijvel,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25120,Orp-Jauche,Orp-Jauche,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25121,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25084,Perwez,Perwijs,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25122,Ramillies,Ramillies,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25123,Rebecq,Rebecq,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25091,Rixensart,Rixensart,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25105,Tubize,Tubeke,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25107,Villers-la-Ville,Villers-la-Ville,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25124,Walhain,Walhain,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25110,Waterloo,Waterloo,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
25112,Wavre,Waver,25000,Arrondissement de Nivelles,Arrondissement Nijvel,25,20000,,,,,,2019
31003,Beernem,Beernem,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31004,Blankenberge,Blankenberge,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31005,Bruges,Brugge,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31006,Damme,Damme,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31012,Jabbeke,Jabbeke,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31043,Knokke-Heist,Knokke-Heist,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31022,Oostkamp,Oostkamp,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31033,Torhout,Torhout,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31040,Zedelgem,Zedelgem,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
31042,Zuienkerke,Zuienkerke,31000,Arrondissement de Bruges,Arrondissement Brugge,31,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
32003,Dixmude,Diksmuide,32000,Arrondissement de Dixmude,Arrondissement Diksmuide,32,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
32006,Houthulst,Houthulst,32000,Arrondissement de Dixmude,Arrondissement Diksmuide,32,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
32010,Koekelare,Koekelare,32000,Arrondissement de Dixmude,Arrondissement Diksmuide,32,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
32011,Kortemark,Kortemark,32000,Arrondissement de Dixmude,Arrondissement Diksmuide,32,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
32030,Lo-Reninge,Lo-Reninge,32000,Arrondissement de Dixmude,Arrondissement Diksmuide,32,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33039,Heuvelland,Heuvelland,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33040,Langemark-Poelkapelle,Langemark-Poelkapelle,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33016,Messines,Mesen,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33021,Poperinge,Poperinge,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33041,Vleteren,Vleteren,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33029,Wervik,Wervik,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33011,Ypres,Ieper,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
33037,Zonnebeke,Zonnebeke,33000,Arrondissement d'Ypres,Arrondissement Ieper,33,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34002,Anzegem,Anzegem,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34003,Avelgem,Avelgem,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34022,Courtrai,Kortrijk,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34009,Deerlijk,Deerlijk,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34043,Espierres-Helchin,Spiere-Helkijn,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34013,Harelbeke,Harelbeke,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34023,Kuurne,Kuurne,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34025,Lendelede,Lendelede,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34027,Menin,Menen,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34040,Waregem,Waregem,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34041,Wevelgem,Wevelgem,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
34042,Zwevegem,Zwevegem,34000,Arrondissement de Courtrai,Arrondissement Kortrijk,34,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
35002,Bredene,Bredene,35000,Arrondissement d'Ostende,Arrondissement Oostende,35,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
35029,De Haan,De Haan,35000,Arrondissement d'Ostende,Arrondissement Oostende,35,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
35005,Gistel,Gistel,35000,Arrondissement d'Ostende,Arrondissement Oostende,35,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
35006,Ichtegem,Ichtegem,35000,Arrondissement d'Ostende,Arrondissement Oostende,35,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
35011,Middelkerke,Middelkerke,35000,Arrondissement d'Ostende,Arrondissement Oostende,35,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
35013,Ostende,Oostende,35000,Arrondissement d'Ostende,Arrondissement Oostende,35,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
35014,Oudenburg,Oudenburg,35000,Arrondissement d'Ostende,Arrondissement Oostende,35,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36006,Hooglede,Hooglede,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36007,Ingelmunster,Ingelmunster,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36008,Izegem,Izegem,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36010,Ledegem,Ledegem,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36011,Lichtervelde,Lichtervelde,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36012,Moorslede,Moorslede,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36015,Roulers,Roeselare,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
36019,Staden,Staden,36000,Arrondissement de Roulers,Arrondissement Roeselare,36,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
37020,Ardooie,Ardooie,37000,Arrondissement de Tielt,Arrondissement Tielt,37,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
37002,Dentergem,Dentergem,37000,Arrondissement de Tielt,Arrondissement Tielt,37,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
37007,Meulebeke,Meulebeke,37000,Arrondissement de Tielt,Arrondissement Tielt,37,30000,Province de Flandre Occidentale,Provincie West-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019
