cd_nuts2,cd_nuts3,cd_commune,tx_commune_fr,tx_commune_nl,cd_arr,tx_arr_fr,tx_arr_nl,cd_arr_2digit,cd_province,tx_prov_fr,tx_prov_nl,cd_region,tx_region_fr,tx_region_nl,nis_version,cd_nuts_lau,cd_nuts1,cd_nuts0,cd_arr_internal,cd_nuts3_2027,cd_nuts2_2027,cd_nuts1_2027,cd_nuts0_2027
BE10,BE100,21019,Woluwe-Saint-Pierre,Sint-Pieters-Woluwe,21000,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel Hoofdstad,21,20000,,,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,21019,BE1,BE,21,BE100,BE10,BE1,BE
BE21,BE211,11001,Aartselaar,Aartselaar,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11001,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11002,Anvers,Antwerpen,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11002,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11004,Boechout,Boechout,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11004,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11005,Boom,Boom,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11005,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11007,Borsbeek,Borsbeek,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11007,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11008,Brasschaat,Brasschaat,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11008,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11009,Brecht,Brecht,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11009,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11013,Edegem,Edegem,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11013,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11016,Essen,Essen,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11016,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11018,Hemiksem,Hemiksem,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11018,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11021,Hove,Hove,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11021,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11022,Kalmthout,Kalmthout,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11022,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11023,Kapellen,Kapellen,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11023,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11024,Kontich,Kontich,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11024,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11025,Lint,Lint,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11025,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11029,Mortsel,Mortsel,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11029,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11030,Niel,Niel,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11030,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11035,Ranst,Ranst,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11035,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11037,Rumst,Rumst,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11037,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11038,Schelle,Schelle,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11038,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11039,Schilde,Schilde,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11039,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11040,Schoten,Schoten,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11040,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11044,Stabroek,Stabroek,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11044,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11050,Wijnegem,Wijnegem,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11050,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11052,Wommelgem,Wommelgem,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11052,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11053,Wuustwezel,Wuustwezel,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11053,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11054,Zandhoven,Zandhoven,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11054,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11055,Zoersel,Zoersel,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11055,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11056,Zwijndrecht,Zwijndrecht,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11056,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE211,11057,Malle,Malle,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,11,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,11057,BE2,BE,11,BE261,BE26,BE2,BE
BE21,BE212,12002,Berlaar,Berlaar,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12002,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12005,Bonheiden,Bonheiden,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12005,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12007,Bornem,Bornem,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12007,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12009,Duffel,Duffel,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12009,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12014,Heist-op-den-Berg,Heist-op-den-Berg,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12014,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12021,Lierre,Lier,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12021,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12025,Malines,Mechelen,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12025,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12026,Nijlen,Nijlen,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12026,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12029,Putte,Putte,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12029,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12035,Sint-Katelijne-Waver,Sint-Katelijne-Waver,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12035,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12040,Willebroek,Willebroek,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12040,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE212,12041,Puurs-Sint-Amands,Puurs-Sint-Amands,12000,Arrondissement de Malines,Arrondissement Mechelen,12,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,12041,BE2,BE,12,BE262,BE26,BE2,BE
BE21,BE213,13001,Arendonk,Arendonk,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13001,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13002,Baerle-Duc,Baarle-Hertog,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13002,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13003,Balen,Balen,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13003,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13004,Beerse,Beerse,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13004,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13006,Dessel,Dessel,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13006,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13008,Geel,Geel,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13008,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13010,Grobbendonk,Grobbendonk,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13010,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13011,Herentals,Herentals,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13011,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13012,Herenthout,Herenthout,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13012,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13013,Herselt,Herselt,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13013,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13014,Hoogstraten,Hoogstraten,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13014,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13016,Hulshout,Hulshout,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13016,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13017,Kasterlee,Kasterlee,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13017,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13019,Lille,Lille,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13019,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13021,Meerhout,Meerhout,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13021,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13023,Merksplas,Merksplas,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13023,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13025,Mol,Mol,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13025,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13029,Olen,Olen,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13029,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13031,Oud-Turnhout,Oud-Turnhout,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13031,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13035,Ravels,Ravels,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13035,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13036,Retie,Retie,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13036,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13037,Rijkevorsel,Rijkevorsel,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13037,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13040,Turnhout,Turnhout,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13040,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13044,Vorselaar,Vorselaar,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13044,BE2,BE,13,BE263,BE26,BE2,BE
