cd_nuts2,cd_nuts3,cd_commune,tx_commune_fr,tx_commune_nl,cd_arr,tx_arr_fr,tx_arr_nl,cd_arr_2digit,cd_province,tx_prov_fr,tx_prov_nl,cd_region,tx_region_fr,tx_region_nl,nis_version,cd_nuts_lau,cd_nuts1,cd_nuts0,cd_arr_internal,cd_nuts3_2027,cd_nuts2_2027,cd_nuts1_2027,cd_nuts0_2027
BE21,BE213,13046,Vosselaar,Vosselaar,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13046,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13049,Westerlo,Westerlo,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13049,BE2,BE,13,BE263,BE26,BE2,BE
BE21,BE213,13053,Laakdal,Laakdal,13000,Arrondissement de Turnhout,Arrondissement Turnhout,13,10000,Province d'Anvers,Provincie Antwerpen,4000,RÉGION DE BRUXELLES-CAPITALE,BRUSSELS HOOFDSTEDELIJK GEWEST,2019,13053,BE2,BE,13,BE263,BE26,BE2,BE
BE22,BE223,73001,Alken,Alken,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73001,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73006,Bilzen,Bilzen,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73006,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73009,Looz,Borgloon,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73009,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73022,Heers,Heers,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73022,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73028,Herstappe,Herstappe,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73028,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73032,Hoeselt,Hoeselt,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73032,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73040,Kortessem,Kortessem,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73040,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73042,Lanaken,Lanaken,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73042,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73066,Riemst,Riemst,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73066,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73083,Tongres,Tongeren,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73083,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73098,Wellen,Wellen,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73098,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73107,Maasmechelen,Maasmechelen,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73107,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE223,73109,Fourons,Voeren,73000,Arrondissement de Tongres,Arrondissement Tongeren,73,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,73109,BE2,BE,73,BE226,BE22,BE2,BE
BE22,BE224,71002,As,As,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71002,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71004,Beringen,Beringen,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71004,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71011,Diepenbeek,Diepenbeek,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71011,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71016,Genk,Genk,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71016,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71017,Gingelom,Gingelom,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71017,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71020,Halen,Halen,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71020,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71022,Hasselt,Hasselt,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71022,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71024,Herck-la-Ville,Herk-de-Stad,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71024,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71034,Bourg-Léopold,Leopoldsburg,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71034,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71037,Lummen,Lummen,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71037,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71045,Nieuwerkerken,Nieuwerkerken,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71045,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71053,Saint-Trond,Sint-Truiden,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71053,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71057,Tessenderlo,Tessenderlo,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71057,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71066,Zonhoven,Zonhoven,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71066,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71067,Zutendaal,Zutendaal,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71067,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71069,Ham,Ham,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71069,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE224,71070,Heusden-Zolder,Heusden-Zolder,71000,Arrondissement de Hasselt,Arrondissement Hasselt,71,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,71070,BE2,BE,71,BE227,BE22,BE2,BE
BE22,BE225,72003,Bocholt,Bocholt,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72003,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72004,Bree,Bree,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72004,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72018,Kinrooi,Kinrooi,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72018,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72020,Lommel,Lommel,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72020,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72021,Maaseik,Maaseik,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72021,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72030,Peer,Peer,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72030,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72037,Hamont-Achel,Hamont-Achel,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72037,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72038,Hechtel-Eksel,Hechtel-Eksel,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72038,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72039,Houthalen-Helchteren,Houthalen-Helchteren,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72039,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72041,Dilsen-Stokkem,Dilsen-Stokkem,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72041,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72042,Oudsbergen,Oudsbergen,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72042,BE2,BE,72,BE225,BE22,BE2,BE
BE22,BE225,72043,Pelt,Pelt,72000,Arrondissement de Maaseik,Arrondissement Maaseik,72,70000,Province du Limbourg,Provincie Limburg,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,72043,BE2,BE,72,BE225,BE22,BE2,BE
BE23,BE231,41002,Alost,Aalst,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41002,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41011,Denderleeuw,Denderleeuw,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41011,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41018,Grammont,Geraardsbergen,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41018,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41024,Haaltert,Haaltert,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41024,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41027,Herzele,Herzele,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41027,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41034,Lede,Lede,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41034,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41048,Ninove,Ninove,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41048,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41063,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41081,Zottegem,Zottegem,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41081,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE231,41082,Erpe-Mere,Erpe-Mere,41000,Arrondissement d'Alost,Arrondissement Aalst,41,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,41082,BE2,BE,41,BE271,BE27,BE2,BE
BE23,BE232,42003,Berlare,Berlare,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42003,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42004,Buggenhout,Buggenhout,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42004,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42006,Termonde,Dendermonde,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42006,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42008,Hamme,Hamme,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42008,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42010,Laarne,Laarne,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42010,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42011,Lebbeke,Lebbeke,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42011,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42023,Waasmunster,Waasmunster,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42023,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42025,Wetteren,Wetteren,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42025,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42026,Wichelen,Wichelen,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42026,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE232,42028,Zele,Zele,42000,Arrondissement de Termonde,Arrondissement Dendermonde,42,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,42028,BE2,BE,42,BE272,BE27,BE2,BE
BE23,BE233,43002,Assenede,Assenede,43000,Arrondissement d'Eeklo,Arrondissement Eeklo,43,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,43002,BE2,BE,43,BE273,BE27,BE2,BE
BE23,BE233,43005,Eeklo,Eeklo,43000,Arrondissement d'Eeklo,Arrondissement Eeklo,43,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,43005,BE2,BE,43,BE273,BE27,BE2,BE
BE23,BE233,43007,Kaprijke,Kaprijke,43000,Arrondissement d'Eeklo,Arrondissement Eeklo,43,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,43007,BE2,BE,43,BE273,BE27,BE2,BE
BE23,BE233,43010,Maldegem,Maldegem,43000,Arrondissement d'Eeklo,Arrondissement Eeklo,43,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,43010,BE2,BE,43,BE273,BE27,BE2,BE
BE23,BE233,43014,Sint-Laureins,Sint-Laureins,43000,Arrondissement d'Eeklo,Arrondissement Eeklo,43,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,43014,BE2,BE,43,BE273,BE27,BE2,BE
BE23,BE233,43018,Zelzate,Zelzate,43000,Arrondissement d'Eeklo,Arrondissement Eeklo,43,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,43018,BE2,BE,43,BE273,BE27,BE2,BE
BE23,BE234,44012,De Pinte,De Pinte,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44012,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44013,Destelbergen,Destelbergen,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44013,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44019,Evergem,Evergem,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44019,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44020,Gavere,Gavere,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44020,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44021,Gand,Gent,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44021,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44034,Lochristi,Lochristi,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44034,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44040,Melle,Melle,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44040,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44043,Merelbeke,Merelbeke,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44043,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44045,Moerbeke,Moerbeke,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44045,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44048,Nazareth,Nazareth,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44048,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44052,Oosterzele,Oosterzele,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44052,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44064,Sint-Martens-Latem,Sint-Martens-Latem,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44064,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44073,Wachtebeke,Wachtebeke,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44073,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44081,Zulte,Zulte,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44081,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44083,Deinze,Deinze,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44083,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44084,Aalter,Aalter,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44084,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE234,44085,Lievegem,Lievegem,44000,Arrondissement de Gand,Arrondissement Gent,44,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,44085,BE2,BE,44,BE274,BE27,BE2,BE
BE23,BE235,45035,Audenarde,Oudenaarde,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45035,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45041,Renaix,Ronse,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45041,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45059,Brakel,Brakel,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45059,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45060,Kluisbergen,Kluisbergen,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45060,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45061,Wortegem-Petegem,Wortegem-Petegem,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45061,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45062,Horebeke,Horebeke,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45062,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45063,Lierde,Lierde,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45063,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45064,Maarkedal,Maarkedal,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45064,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45065,Zwalm,Zwalm,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45065,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE235,45068,Kruisem,Kruisem,45000,Arrondissement d'Audenarde,Arrondissement Oudenaarde,45,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,45068,BE2,BE,45,BE275,BE27,BE2,BE
BE23,BE236,46003,Beveren,Beveren,46000,Arrondissement de Saint-Nicolas,Arrondissement Sint-Niklaas,46,40000,Province de Flandre Orientale,Provincie Oost-Vlaanderen,2000,RÉGION FLAMANDE,VLAAMS GEWEST,2019,46003,BE2,BE,46,BE276,BE27,BE2,BE
