C_BASE_CLIST_ARCA,Y_BASE_CLIST_ARCA,C_BASE_CODE_ARCA,B_BASE_CODE_XTRA_ARCA,C_OVER_CLIST_ARCA,C_OVER_CODE_ARCA,B_OVER_CODE_XTRA_ARCA,Q_COMB_VAL_ARCA,C_COMB_COMM_ARCA,N_UPD_USR_ARCA,D_UPD_ARCA,B_BASE_CODE_EMPTY_ARCA
NUTS3,2021,BE232,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE232,0,NUTS2,BE23,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE233,0,ARROND,43,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE233,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE233,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE233,0,NUTS2,BE23,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE234,0,ARROND,44,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE234,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE234,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE234,0,NUTS2,BE23,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE235,0,ARROND,45,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE235,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE235,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE235,0,NUTS2,BE23,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE236,0,ARROND,46,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE236,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE236,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE236,0,NUTS2,BE23,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE241,0,ARROND,23,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE241,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE241,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE241,0,NUTS2,BE24,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE242,0,ARROND,24,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE242,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE242,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE242,0,NUTS2,BE24,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE251,0,ARROND,31,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE251,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE251,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE251,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE252,0,ARROND,32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE252,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE252,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE252,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE253,0,ARROND,33,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE253,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE253,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE253,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE254,0,ARROND,34,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE254,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE254,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE254,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE255,0,ARROND,35,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE255,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE255,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE255,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE256,0,ARROND,36,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE256,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE256,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE256,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE257,0,ARROND,37,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE257,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE257,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE257,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE258,0,ARROND,38,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE258,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE258,0,NUTS1,BE2,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE258,0,NUTS2,BE25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE310,0,ARROND,25,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE310,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE310,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE310,0,NUTS2,BE31,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE323,0,ARROND,53,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE323,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE323,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE323,0,NUTS2,BE32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE328,0,ARROND,57,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE328,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE328,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE328,0,NUTS2,BE32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE329,0,ARROND,58,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE329,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE329,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE329,0,NUTS2,BE32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32A,0,ARROND,51,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32A,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32A,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32A,0,NUTS2,BE32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32B,0,ARROND,52,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32B,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32B,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32B,0,NUTS2,BE32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32C,0,ARROND,55,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32C,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32C,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32C,0,NUTS2,BE32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32D,0,ARROND,56,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32D,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32D,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE32D,0,NUTS2,BE32,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE331,0,ARROND,61,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE331,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE331,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE331,0,NUTS2,BE33,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE332,0,ARROND,62,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE332,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE332,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE332,0,NUTS2,BE33,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE334,0,ARROND,64,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE334,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE334,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE334,0,NUTS2,BE33,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE335,0,ARROND,65,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE335,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE335,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE335,0,NUTS2,BE33,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE336,0,ARROND,66,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE336,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE336,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE336,0,NUTS2,BE33,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE341,0,ARROND,81,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE341,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE341,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE341,0,NUTS2,BE34,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE342,0,ARROND,82,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE342,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE342,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE342,0,NUTS2,BE34,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE343,0,ARROND,83,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE343,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE343,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE343,0,NUTS2,BE34,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE344,0,ARROND,84,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE344,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE344,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE344,0,NUTS2,BE34,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE345,0,ARROND,85,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE345,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE345,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE345,0,NUTS2,BE34,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE351,0,ARROND,91,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE351,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE351,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE351,0,NUTS2,BE35,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE352,0,ARROND,92,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE352,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE352,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE352,0,NUTS2,BE35,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE353,0,ARROND,93,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE353,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE353,0,NUTS1,BE3,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BE353,0,NUTS2,BE35,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BEZZZ,0,ARROND,00,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BEZZZ,0,NUTS0,BE,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BEZZZ,0,NUTS1,BEZ,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
NUTS3,2021,BEZZZ,0,NUTS2,BEZZ,0,NULL,NULL,TIMMERM,2023-09-27 15:40:00.000,0
